194,428,0, ;233.121,414.847,0.018,;249.319,410.195,0.034,;262.863,406.784,0.051,;275.087,404.62,0.07,;287.453,403.686,0.087,;301.652,401.13,0.103,;323.471,398.33,0.119,;345.869,396.321,0.135,;364.572,396,0.151,;386.375,396.919,0.168,;402.549,397,0.185,;421.632,398.155,0.203,;438.225,399.282,0.22,;457.855,400.403,0.237,;472.43,400.524,0.253,;488.061,401,0.269,;501.176,401,0.286,;513.767,401.888,0.302,;522.045,402,0.319,;529.904,404.258,0.336,;535.249,406.5,0.353,;536.73,407.365,0.435,;534.286,409.857,0.461,;523.354,416.369,0.492,;514.458,423.907,0.499,;500.3,434.022,0.506,;485.053,444.117,0.52,;468.191,455.347,0.535,;452.586,466.311,0.552,;436.713,475.553,0.568,;424.57,486.43,0.585,;409.138,499.739,0.602,;394.603,510.844,0.619,;377.464,532.444,0.637,;362.04,546.96,0.654,;344.885,565.02,0.67,;330.302,578.698,0.686,;313.416,591.651,0.702,;300.898,602.192,0.719,;285.595,614.318,0.737,;274.483,627.82,0.753,;262.004,639.996,0.771,;249.654,655.136,0.787,;240.899,661.588,0.804,;230.67,669.431,0.82,;222.473,678.036,0.836,;215.734,685.266,0.853,;211.023,689.977,0.87,;207.649,694.468,0.887,;206.762,697.713,0.919,;204.519,700.721,0.952,;207.536,701.268,0.986,;211.935,700.968,1.004,;216.335,701,1.02,;225.675,703.419,1.036,;241.214,704.324,1.055,;251.453,706.891,1.072,;265.964,706.431,1.088,;278.93,706,1.104,;294.975,706,1.121,;308.261,706.933,1.137,;322.724,705.944,1.154,;337.256,707.174,1.17,;350.57,707,1.189,;372.5,705.583,1.206,;384.5,704.5,1.222,;403.906,703.341,1.238,;421.225,703,1.254,;435.802,703,1.271,;450.297,701.977,1.288,;458.003,702,1.304,;465.849,702,1.321,;473.708,703.387,1.339,;484.5,701.5,1.356,;487.114,703,1.371,;491.985,703,1.388,;496.471,703.868,1.405,;502.941,703.01,1.422,;510.758,703,1.438,;514.928,703,1.455,;519.398,703,1.473,;522.418,701.527,1.49,;532.154,706.374,1.588,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;84,,,;1588,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197,414,0, ;219.136,412.994,0.016,;238.77,411.837,0.035,;257.873,410.713,0.051,;275.563,409.59,0.068,;293,408.5,0.084,;313.073,409,0.099,;332.174,409,0.119,;366.343,408.108,0.131,;387.214,408,0.15,;402.899,409.136,0.165,;416.096,410.258,0.189,;425.357,408.627,0.2,;435.476,410.497,0.217,;439.473,410.618,0.232,;443.225,411,0.249,;445.723,411,0.277,;447.968,411.984,0.316,;453.429,412,0.334,;456.697,413.232,0.351,;460.175,413.587,0.377,;463.115,414,0.388,;467.32,414,0.409,;470.86,414,0.441,;477.942,414.188,0.453,;483.563,415.313,0.484,;490.647,415,0.503,;493.5,415,0.516,;495,415,0.599,;491.866,416.067,0.651,;489.643,418.357,0.682,;486.003,421.997,0.701,;482.622,425.378,0.717,;475.498,432.502,0.735,;466.036,437.852,0.753,;460.059,443.451,0.769,;454.943,450.057,0.785,;448.618,456.382,0.803,;440.177,464.823,0.82,;434.131,470.869,0.834,;427.433,477.567,0.852,;420.697,485.52,0.868,;409.985,496.015,0.886,;396.957,506.126,0.903,;387,517,0.917,;370.319,532.681,0.934,;357.131,545.047,0.952,;342.764,559.236,0.968,;329.26,569.555,0.985,;313.447,579.641,1.001,;304.23,595.001,1.024,;295.624,603.798,1.039,;279.5,613.5,1.051,;270.979,627.021,1.07,;259.331,636.305,1.086,;251.55,647.992,1.105,;243.783,656.217,1.119,;235.938,664.062,1.135,;226.867,669.333,1.156,;222.041,679.134,1.17,;216.5,685,1.187,;212.473,690.159,1.202,;208.737,695.018,1.22,;205.373,699.502,1.235,;201.015,703.985,1.252,;198.766,707.351,1.269,;197.763,709.474,1.304,;196.761,711.478,1.368,;195.866,713.268,1.419,;196,715.164,1.486,;194.866,717.268,1.519,;197.537,717,1.537,;200.254,715.915,1.554,;201.293,713.413,1.572,;203.825,712.587,1.589,;213.5,714.5,1.604,;223.21,714,1.621,;237.128,713.221,1.638,;250.758,713,1.654,;267.281,711.981,1.672,;280.673,710.861,1.687,;295.475,711,1.706,;308.507,706.873,1.723,;322,708,1.738,;335.5,706.5,1.754,;348.701,707.492,1.776,;362.409,706.265,1.788,;373.881,706,1.805,;391.74,704.891,1.822,;401.083,703.769,1.84,;413.812,702.653,1.857,;426.178,703,1.873,;435.747,701.407,1.889,;446.161,701,1.905,;454.01,701,1.922,;461.688,701,1.939,;467.369,699.926,1.956,;474.166,698.806,1.972,;479.59,701.636,1.991,;485.176,701,2.008,;107,,,;2416,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197,407,0, ;226.785,404.158,0.034,;255.582,403,0.052,;270.083,401.84,0.087,;284.346,401.721,0.098,;297.731,400.606,0.12,;318.389,399.485,0.134,;336.795,398.356,0.154,;363.658,397,0.169,;373.068,397,0.186,;388.681,398.12,0.205,;395.301,398,0.228,;403.361,398,0.237,;413.414,398.492,0.253,;422.571,399,0.298,;435.251,399,0.306,;442.665,399,0.327,;451.393,401.098,0.335,;455.867,402.217,0.399,;474.364,405,0.412,;480.461,405,0.439,;486.856,405.809,0.449,;493.349,406,0.458,;499.337,407.067,0.469,;505.949,407,0.486,;511.3,407,0.503,;515.775,407,0.553,;516.931,408.465,0.566,;518.539,408,0.619,;516.939,410.121,0.685,;514.734,412.266,0.719,;509.08,414.973,0.737,;501.181,419.468,0.752,;492.466,424.958,0.769,;484.498,433.502,0.789,;474.021,442.537,0.804,;460,448,0.822,;454,454,0.84,;436.607,467.794,0.855,;426.565,475.561,0.87,;414.412,484.428,0.889,;398.042,498.536,0.904,;384.849,509.46,0.925,;369.21,520.135,0.938,;358.5,535.5,0.954,;346,541,0.974,;331.258,555.742,0.988,;317.116,565.314,1.004,;305.65,575.315,1.027,;295.444,590.248,1.037,;278.855,599.664,1.055,;268.853,611.147,1.07,;256.67,624.815,1.088,;245.851,637.724,1.104,;236.03,651.293,1.132,;225.731,661.35,1.147,;218.905,668.133,1.165,;213.487,676.027,1.177,;209.051,683.949,1.19,;204.409,688.591,1.206,;200,694.5,1.229,;195.133,698.489,1.243,;191.764,702.981,1.261,;190.136,708.321,1.282,;189.066,710.869,1.293,;187.882,713.235,1.321,;188,715.352,1.388,;190.268,713.866,1.421,;193.081,710.838,1.438,;195.397,711,1.455,;198.932,708.379,1.473,;205.184,709,1.488,;210.5,709,1.505,;217,710.5,1.521,;228.199,709.2,1.538,;239.226,709.923,1.555,;249.446,710,1.573,;261.77,708.839,1.595,;275.173,709,1.61,;287.49,710.408,1.623,;301,710,1.642,;311.95,711,1.656,;324.271,710.248,1.689,;334.094,709.113,1.714,;358.046,709,1.739,;367.39,709,1.75,;378.811,708.654,1.763,;389.937,707.508,1.791,;409.215,706.31,1.809,;420.965,705.185,1.825,;431.755,704.027,1.846,;444.111,700.697,1.863,;453.741,701.782,1.874,;462.741,700.657,1.902,;471.078,700,1.921,;480.452,700,1.931,;486.512,699.298,1.943,;491.156,699.789,1.965,;494,700.5,1.98,;499.198,698.934,1.992,;107,,,;2266,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208,408,0, ;263.962,409.839,0.018,;286.156,410,0.035,;306.365,410,0.052,;324.069,410,0.07,;342.131,408.679,0.088,;361.9,407.561,0.111,;391.094,405.877,0.136,;416.924,403.635,0.153,;450.798,401.075,0.178,;462.452,399.955,0.19,;474.826,398.834,0.201,;484.598,399,0.219,;487.603,399,0.234,;490.5,400.5,0.268,;491.537,401.268,0.308,;491,403.535,0.336,;491,405.171,0.435,;493.178,403.911,0.501,;491.906,406.188,0.535,;490.287,409.426,0.552,;487.506,414.157,0.569,;481.268,422.643,0.587,;470.262,435.886,0.602,;457.81,446.991,0.62,;445.546,458.14,0.638,;430.333,472.231,0.654,;421,480.5,0.67,;407.832,494.168,0.686,;395.976,505.222,0.703,;381.083,516.227,0.72,;369.589,531.576,0.736,;357.219,543.781,0.753,;341.045,558.673,0.771,;329.542,569.052,0.789,;311.5,580,0.804,;302.54,592.168,0.82,;289.775,600.381,0.837,;278.082,611.809,0.854,;265.884,624.116,0.87,;253.582,634.16,0.887,;243.687,644.313,0.903,;235.01,654.364,0.922,;226.062,661.446,0.939,;218.32,668.68,0.954,;213.05,675.425,0.971,;208.57,682.145,0.987,;205.066,686.911,1.004,;202.803,690.295,1.02,;199.335,692.443,1.037,;197.318,694.682,1.07,;199.268,697.803,1.103,;201.536,697,1.137,;207.144,696,1.159,;212.904,697.181,1.171,;218.562,698.312,1.19,;228.432,699.429,1.206,;243,702,1.223,;254.062,700.328,1.239,;268.362,700,1.255,;281.063,699.085,1.272,;294.446,699,1.289,;306.736,699,1.305,;320.366,699,1.322,;335.179,699,1.341,;346.5,697.5,1.357,;361.718,697.643,1.372,;374.4,697.236,1.389,;386.702,697.882,1.406,;397.04,698,1.423,;407.126,698,1.439,;415.986,698,1.456,;426.31,699.368,1.474,;434.888,697.514,1.491,;442.268,697.39,1.507,;450.127,698.465,1.523,;457.96,699,1.54,;464.842,698.026,1.557,;472.66,696.906,1.573,;479.305,697,1.59,;486.006,698.334,1.609,;492.721,696.547,1.625,;495.737,697,1.641,;498.399,697,1.657,;500.641,696.179,1.674,;502,695.5,1.69,;504.099,697.033,1.707,;507.552,695.816,1.807,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;88,,,;1807,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206,400,0, ;237.285,404.921,0.016,;256.293,406.581,0.038,;274.252,407,0.058,;293.075,406.172,0.098,;332.198,403.94,0.118,;405.628,400.399,0.14,;417.252,398.573,0.164,;435.226,397.452,0.18,;450.724,397,0.192,;462.126,397,0.222,;473.145,396.086,0.24,;488.444,395,0.283,;493.505,395,0.33,;493,397.357,0.401,;495.146,398.073,0.435,;497.536,398,0.5,;499.268,399.134,0.52,;500.104,402.313,0.549,;497.553,404.447,0.565,;496.5,407,0.582,;492.538,411.462,0.599,;486.236,418.558,0.623,;475.767,432.003,0.643,;463.404,441.697,0.654,;450.094,452.56,0.668,;434.211,466.248,0.689,;425.293,473.883,0.7,;415.5,481.5,0.716,;402.351,492.905,0.738,;391.797,504.203,0.754,;378.701,515.56,0.767,;367.792,529.277,0.788,;357.969,537.917,0.801,;344.634,545.38,0.817,;335.752,555.248,0.834,;327,565.5,0.854,;314.949,572.446,0.867,;305.755,582.744,0.887,;294.804,592.524,0.903,;282.159,600.899,0.941,;261.753,621.471,0.957,;249.028,630.302,0.974,;237.376,643.093,0.996,;224.432,655.374,1.01,;214.255,664.745,1.023,;206.126,672.874,1.04,;198.311,680.689,1.054,;194.772,685.304,1.068,;191.532,688.468,1.101,;189.572,691.642,1.122,;188.5,694,1.151,;187.731,695.539,1.184,;188,697.014,1.235,;186.858,700.424,1.267,;185.732,702.536,1.289,;184.5,705,1.318,;182.985,711.029,1.351,;181.873,714.38,1.385,;180.754,716.492,1.451,;183.268,716,1.475,;185.094,714.953,1.507,;188.514,713.829,1.523,;196.693,715,1.535,;206.281,715.587,1.557,;215.657,716,1.569,;226.32,716.832,1.587,;239.394,717,1.611,;250.675,717,1.705,;311.5,717,1.77,;382.563,714,1.791,;395.78,711.203,1.84,;424.256,708.249,1.864,;432.201,707.114,1.889,;445.904,705.871,1.904,;453.749,707.25,1.928,;457.468,705.633,1.94,;461.957,706,1.97,;466.447,706,1.996,;479.907,706,2.024,;487.279,705,2.039,;489.428,705,2.065,;491.676,705,2.079,;493.915,705,2.109,;496.794,706.265,2.205,;498.12,707.06,2.289,;495.991,705.995,2.324,;497.009,703.856,2.508,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;88,,,;2508,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190,412,0, ;219.253,410.917,0.018,;247.174,409.379,0.034,;265.14,408.257,0.05,;281.924,407.138,0.067,;299.744,405.032,0.084,;316.57,403.895,0.101,;332.183,401.545,0.117,;374.738,397.964,0.135,;380.624,396.063,0.151,;396.275,395.414,0.168,;405.675,395.709,0.184,;417.967,396.831,0.201,;425.708,398.903,0.219,;432.432,400.072,0.235,;442.752,401.195,0.251,;451.501,401,0.269,;456.18,402.436,0.285,;460,402,0.302,;463.032,402,0.319,;467.185,403.592,0.335,;470.761,404.92,0.352,;474.117,406.039,0.369,;476.324,406,0.385,;479.84,406,0.417,;482.782,407.261,0.451,;484.536,407,0.485,;486.536,408.268,0.502,;488.125,409.063,0.551,;490.326,410.163,0.711,;485.271,417.306,0.72,;480.512,423.883,0.737,;470.803,434.197,0.754,;460.529,443.529,0.771,;450.483,454.574,0.787,;435.656,469.344,0.804,;425.017,478.685,0.823,;412.362,490.216,0.839,;395.95,505.965,0.855,;380.005,521.661,0.871,;364.802,537.198,0.887,;348.406,551.782,0.905,;337.777,565.298,0.921,;325.377,575.328,0.939,;310.546,584.126,0.956,;305.662,593.117,0.973,;298.433,599.057,0.99,;289.321,605.786,1.005,;280.744,613.256,1.022,;273.771,621.101,1.038,;266.04,626.971,1.056,;257.118,634.772,1.072,;250.584,642.652,1.09,;245.233,651.827,1.105,;238.139,657.861,1.122,;229.812,662.992,1.138,;224.113,667.887,1.155,;219.642,673.197,1.172,;216.11,677.854,1.189,;212.754,682.328,1.205,;209.4,685.6,1.223,;207.352,687.648,1.24,;205.113,688.443,1.256,;202.433,690.134,1.272,;201.5,692,1.321,;198.464,694.536,1.355,;201.195,695.098,1.389,;203.534,695,1.406,;206,695,1.438,;211.592,694,1.457,;216.067,694,1.473,;222.811,694,1.49,;232.065,695.258,1.506,;243.759,696.376,1.524,;250.474,696,1.541,;261.175,697.617,1.556,;271.689,698.743,1.573,;281.772,699.864,1.59,;291.874,700.986,1.606,;303.045,704.313,1.623,;311.779,706.445,1.639,;323.439,708.688,1.657,;333.227,709.47,1.674,;341,709,1.691,;352.094,710,1.707,;362.476,709.169,1.724,;370.673,708.047,1.741,;381.718,709.072,1.757,;394.114,707.808,1.774,;402.527,706.684,1.791,;410.025,707,1.812,;422.445,706,1.834,;430.707,705.328,1.848,;440.151,704.205,1.868,;450.233,704,1.877,;458.246,704,1.892,;466.138,702.837,1.909,;475.239,703,1.927,;485.585,701.602,1.942,;489.5,702,1.96,;109,,,;2462,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206,419,0, ;229.068,415.854,0.02,;257.682,412.981,0.048,;278.964,410.741,0.065,;300.228,408.502,0.083,;341.851,404.016,0.108,;361.986,402.89,0.122,;400.431,399.542,0.14,;418.068,398,0.157,;435.704,398,0.174,;450.204,398.6,0.192,;460.761,399.72,0.215,;471.446,400,0.232,;480.662,400.958,0.248,;485.338,402.085,0.266,;487.32,402,0.301,;490.806,404.537,0.318,;493,404,0.349,;495.804,404,0.367,;497.054,404,0.383,;499.339,404,0.447,;497.866,406.268,0.481,;495.196,410.804,0.499,;491.938,417.125,0.516,;485.139,429.579,0.532,;473.384,443.139,0.549,;459.382,453.848,0.566,;450.5,466.5,0.583,;435.517,476.612,0.599,;424.275,488.967,0.616,;408.954,501.567,0.632,;393.138,516.862,0.65,;375.231,534.769,0.666,;360.991,550.24,0.683,;343.688,565.958,0.7,;331.339,577.189,0.717,;313.687,592.125,0.733,;299.407,604.161,0.75,;284.281,617.045,0.767,;271.49,627.599,0.783,;258.063,636.625,0.8,;248.211,645.59,0.817,;242.088,655.868,0.834,;232.48,661.64,0.851,;221,669.5,0.868,;215.583,679.467,0.884,;210.776,686.031,0.9,;206.301,691.624,0.918,;202.864,696.181,0.934,;199.51,700.653,0.95,;194.84,701.29,0.967,;193.183,705.226,0.985,;194,711.5,1.001,;192.5,712,1.033,;193,713.536,1.083,;196.194,715.129,1.118,;202.247,715,1.135,;212.345,717.621,1.152,;223.147,718.741,1.168,;238.95,719,1.185,;255.76,718.016,1.202,;275.879,716.896,1.218,;292.418,714.544,1.235,;311.904,713.653,1.253,;329.499,712.531,1.269,;341.5,710,1.286,;357.931,710.291,1.302,;371.141,710.831,1.319,;385.367,711,1.336,;396.739,711,1.352,;407.922,711,1.369,;421.784,708.369,1.387,;433.796,706.128,1.403,;444,704,1.42,;458.114,702.321,1.436,;469.782,699.605,1.453,;481.206,699,1.47,;492.391,697.961,1.486,;503.595,695.681,1.503,;514.832,697.283,1.519,;524.621,695.598,1.537,;531.5,694.5,1.554,;538.226,694,1.57,;543.061,694,1.587,;546.664,694,1.604,;550.013,694,1.62,;553.381,694,1.636,;559.252,692.75,1.653,;566.252,697.126,1.765,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;89,,,;1765,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207,390,0, ;246.421,400.914,0.018,;269.565,405.51,0.049,;311.297,408,0.065,;332.452,408,0.079,;353.658,407.018,0.097,;375.074,404.782,0.116,;414.924,403.767,0.131,;427.994,402.688,0.147,;443.133,404,0.164,;455.934,403.407,0.179,;468.569,404.428,0.195,;480.368,403.326,0.212,;486.787,402.043,0.23,;492.389,402,0.246,;495.589,402,0.263,;500.267,403.317,0.294,;502.805,405.537,0.345,;499.643,406.179,0.361,;497.955,408.045,0.378,;496.834,410.332,0.395,;493.148,415.136,0.413,;485.556,422.444,0.431,;475.71,435.761,0.446,;464.48,445.868,0.461,;454.8,457.525,0.478,;441.372,468.945,0.495,;429.874,479.113,0.521,;419.782,489.218,0.536,;404.965,501.529,0.549,;391.437,512.803,0.567,;378.045,529.948,0.58,;362.575,543.043,0.596,;347.617,558.383,0.612,;333.636,569.773,0.629,;318.224,579.856,0.646,;306.956,593.253,0.662,;296.995,601.782,0.679,;280.195,613.432,0.697,;268.889,629.04,0.713,;255.903,638.097,0.729,;245.304,650.12,0.746,;235.503,657.998,0.763,;225.438,665.66,0.78,;217.482,674.592,0.796,;210.847,684.73,0.813,;202.793,692.207,0.831,;194.949,698.616,0.847,;192,703.5,0.864,;190,707.723,0.88,;189.199,710.602,0.897,;188.5,712,0.913,;190.02,713.039,0.946,;192.285,713,0.963,;194.809,711.596,0.981,;197,712,0.998,;207.146,714.286,1.014,;216.134,715.767,1.034,;227.747,716.886,1.052,;243.062,717,1.071,;256.501,718.125,1.082,;273.756,716.75,1.098,;286.445,717,1.115,;302.919,715.506,1.132,;316.99,716,1.148,;330.113,716,1.165,;342.455,716,1.181,;354.779,716.98,1.198,;367.079,717,1.214,;379.384,717,1.231,;391.768,715.657,1.25,;401.135,716,1.267,;411.248,716,1.282,;421.334,714.592,1.299,;432.249,713.175,1.315,;441.561,713,1.332,;450.508,710.873,1.349,;457.136,708.622,1.366,;465.178,709,1.384,;474.432,706.142,1.401,;481.21,706.448,1.417,;485.693,706,1.433,;488.585,705.207,1.449,;490.825,705,1.466,;493.066,705,1.499,;495.276,705,1.565,;500.057,703.236,1.583,;503.647,702.118,1.6,;510.039,702,1.699,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;89,,,;1699,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176,412,0, ;209.201,413,0.011,;227.373,413,0.03,;245.234,413,0.046,;264.376,413,0.061,;282.078,413,0.08,;301.107,411.641,0.099,;319,410.5,0.116,;352.243,410,0.126,;368.368,410,0.144,;384.165,410.869,0.161,;398.819,411,0.179,;412.012,411,0.195,;422.995,409.8,0.22,;435.126,411,0.237,;444.295,411,0.255,;452.145,411,0.279,;467.814,411,0.319,;479.339,411,0.337,;484.78,410.805,0.348,;489.28,409.68,0.366,;493.768,410,0.381,;497.118,410,0.395,;499,410,0.414,;501,410,0.509,;500,412.135,0.531,;497.464,414.536,0.563,;494.223,417.777,0.588,;493,419,0.649,;474.356,434.37,0.667,;455.879,449.935,0.688,;443.811,459.751,0.706,;434.376,467.796,0.717,;425.165,475.856,0.732,;415.112,483.691,0.748,;406.156,492.844,0.768,;386.682,509.653,0.783,;378.83,515.243,0.799,;367.981,527.741,0.818,;358.704,536.897,0.831,;346.927,545.599,0.848,;337.439,557.396,0.864,;326.451,566.439,0.881,;312.769,576.673,0.897,;301.982,590.622,0.918,;289.243,601.324,0.932,;277.589,613.493,0.949,;266.954,625.046,0.968,;256.895,634.315,0.985,;249.712,645.694,0.999,;241.776,655.256,1.02,;235.104,664.195,1.032,;224.549,670.634,1.048,;221.428,681.537,1.068,;215.941,686.059,1.118,;208.744,695.009,1.158,;195.887,705.453,1.167,;194.756,709.975,1.185,;193.636,711.727,1.199,;192.515,713.97,1.232,;191.733,715.533,1.282,;194.039,716.019,1.32,;196.329,714.836,1.342,;198.893,713.554,1.351,;201,712.5,1.387,;209.043,713.617,1.401,;214.655,714,1.417,;221.321,715.054,1.439,;230.762,716,1.452,;241.99,716,1.469,;251.724,716,1.485,;264.87,716,1.502,;277.541,716,1.533,;303.88,716.093,1.558,;317.322,716,1.576,;330.643,714,1.649,;381.751,711.386,1.657,;392.011,710.249,1.67,;401.846,710,1.684,;409.945,710,1.702,;421.149,708.885,1.718,;429.884,707.764,1.739,;439.498,709.357,1.753,;447.359,710.48,1.769,;456.629,706.395,1.785,;463.316,706,1.802,;470.874,705.161,1.818,;479.691,705,1.835,;483.246,703.918,1.852,;486.601,704,1.868,;489.97,704,1.902,;492.804,705.268,1.935,;493.268,707.536,1.968,;497.103,708.052,2.068,;495.223,704.446,2.086,;498.601,702.199,2.291,;0,0,0,;0,0,0,;0,0,0,;0,0,0,;96,,,;2291,,,;JOFL,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
