190,395,0,234.704,392.905,0.017,254.909,391.783,0.034,271.026,390.665,0.052,289.335,389.542,0.068,304.5,388.5,0.086,325.164,387.302,0.105,360.217,386.183,0.119,385.818,386,0.145,403.141,386,0.153,423.226,386,0.169,438.177,384.702,0.186,458.317,385,0.203,467.592,385,0.219,480.413,385,0.236,487.963,385,0.252,492.665,385,0.269,496.112,385,0.302,498.278,387.278,0.351,495.643,389.357,0.385,492.229,394.657,0.402,489.987,398.019,0.419,486.619,402.509,0.436,483.25,408.249,0.453,475.794,411.103,0.471,469.053,417.456,0.488,460.706,427.521,0.503,452.852,437.619,0.52,440.734,446.844,0.537,428.243,459.735,0.553,415.916,472.084,0.57,398.681,485.655,0.587,387.27,503.087,0.604,369.062,512.625,0.621,356.27,531.984,0.637,340.126,548.99,0.654,322.802,564.723,0.67,306.739,583.102,0.687,289.982,597.882,0.704,271.951,618.43,0.721,255.332,632.046,0.738,239.925,650.943,0.755,225,663.5,0.772,210.914,678.76,0.788,196.633,689.38,0.804,188.487,699.269,0.821,183.843,707.274,0.838,181.681,711.638,0.854,182,714.842,0.887,184.526,715.263,0.92,192.613,713.231,0.938,201.993,711.224,0.955,213.086,708.983,0.972,224.315,706.737,0.988,240.484,703.253,1.005,254.89,701.248,1.023,276.733,700.515,1.04,296.881,697.16,1.055,321.963,695.262,1.072,346.007,694.143,1.089,374.477,692.04,1.106,403.674,692,1.124,431.57,692,1.139,461.013,690.653,1.157,484.179,692.463,1.174,506.857,691.584,1.19,524.495,692,1.206,541.284,692,1.222,551.611,692.951,1.24,558.432,694.072,1.256,566.345,695.192,1.289,562.559,702.323,1.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1383,NFVG,
187,398,0,216.311,401.947,0.018,230.852,402,0.035,243.051,402,0.051,257.984,402,0.069,272.598,402,0.087,289.808,400.45,0.103,305,399.5,0.118,340.914,398.206,0.135,361.374,396.171,0.152,379.594,394.963,0.169,398.683,393.842,0.185,412.647,392.719,0.202,428.616,391.599,0.22,439.5,392,0.237,449.14,393,0.252,456.591,393.765,0.269,461.543,394.886,0.286,465.026,396.009,0.302,468.388,397.129,0.335,470.373,398.186,0.368,468.732,400.536,0.418,468,403.96,0.435,468,405,0.453,465.777,407.335,0.47,463.307,411.04,0.488,462.534,412.931,0.504,459.236,418.529,0.52,455.163,426.675,0.537,449.845,435.648,0.554,441.373,442.72,0.57,431.334,451.592,0.587,423.637,465.336,0.604,411.881,476.119,0.622,394.843,488.837,0.638,383,506.5,0.655,364.824,520.264,0.671,348.939,534.04,0.688,334.904,552.645,0.705,317.276,566.543,0.721,303.979,585.863,0.738,289.255,599.745,0.755,273.229,617.183,0.772,265.5,632,0.789,252.778,644.791,0.805,245.347,656.203,0.822,238.635,665.154,0.838,232.916,676.167,0.855,229.595,683.945,0.872,227.489,686.766,0.889,228,688.765,0.938,231.535,689.178,0.971,236.97,687.01,0.989,241.442,687,1.005,247.145,685.771,1.022,256.817,684.648,1.04,274.577,683.53,1.057,284.5,681,1.072,305.448,678.569,1.089,326.776,677.161,1.106,347.235,675.085,1.123,371.763,672.84,1.139,397.618,673,1.156,416.773,673,1.173,439.901,674.445,1.19,462.5,675.5,1.207,479.652,678.371,1.223,495.506,680.616,1.24,511.029,682.861,1.257,519.375,685.107,1.273,526.031,686.172,1.29,532.753,686,1.307,536.665,687.416,1.324,539.5,687,1.341,542.633,685.342,1.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1431,NFVG,
195,408,0,235.66,402.201,0.018,259.167,399.889,0.035,286.173,397.652,0.051,315.788,394.101,0.068,349.168,392.161,0.087,382.1,391.461,0.103,430.616,391,0.119,463.068,391,0.136,484.141,391.902,0.152,500.32,393.023,0.169,512.601,395.291,0.186,516.065,397.532,0.202,516.386,401.158,0.221,516,403,0.237,513.111,409.148,0.253,506.009,414.744,0.27,493.52,426.48,0.286,480.094,438.914,0.303,459.891,451.289,0.32,437.349,472.186,0.337,414.876,488.343,0.355,385.004,512.597,0.371,362.993,536.407,0.387,340.566,559.877,0.404,315.606,586.237,0.42,297.576,606.347,0.437,277.444,627.642,0.454,264.547,646.475,0.47,248.376,661.624,0.489,242.869,671.473,0.505,236.721,681.988,0.521,232.242,687.068,0.537,229,689.5,0.57,228.464,689.268,0.588,231.174,689,0.62,235.835,687.791,0.639,241,688,0.655,250.936,689.66,0.671,267.286,690.781,0.688,283.682,691.906,0.705,306.478,693.023,0.721,334.581,693,0.738,365.274,693,0.763,398.123,693,0.774,428.718,693,0.79,457.466,692.371,0.806,484.798,692.752,0.822,511.972,693.874,0.839,528.863,695.98,0.856,544.611,696,0.872,551.667,696,0.889,554.081,696,0.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,998,NFVG,
189,399,0,224.169,401.011,0.018,238.676,402.129,0.035,251.992,402,0.052,266.816,402,0.07,279.956,402,0.087,296.587,402,0.102,324.081,401.264,0.119,344.859,401,0.136,364.639,400.02,0.152,381.508,400,0.169,399.572,400,0.186,412.095,401.341,0.204,431.53,401,0.221,444.193,402,0.237,455.647,402.706,0.253,464.629,403.829,0.27,472.659,404,0.286,479.419,405.07,0.303,482.585,406.195,0.32,484.625,406,0.352,484,408.537,0.402,482.821,410.357,0.42,480.957,412.043,0.452,475.283,417.717,0.47,471.787,424.022,0.489,467,432.5,0.505,460.1,439.9,0.521,453.36,446.64,0.537,444.863,458.706,0.554,433.853,470.147,0.571,423.761,479.101,0.588,412.45,496.825,0.604,395.647,508.206,0.623,384.5,523.5,0.639,368.194,538.806,0.655,352.868,556.359,0.671,338.618,569.651,0.688,322.209,588.749,0.705,306.475,598.98,0.721,295.736,618.849,0.738,276.343,631.242,0.756,265.81,644.662,0.773,252.675,657.142,0.789,244.002,667.14,0.805,236.99,677.516,0.822,231.213,684.745,0.839,227.766,688.234,0.871,225.679,689.161,0.938,228.268,689,1.04,230.153,691.153,1.057,235.281,691.656,1.073,243.232,692.779,1.09,253.101,693.9,1.106,270.4,694,1.123,285.973,695.141,1.14,308.018,696.264,1.157,332.081,697.385,1.175,352.5,697,1.191,383.64,697,1.207,407.966,698.497,1.224,431.222,699,1.24,452.89,699,1.257,470.801,700.113,1.273,490.048,700,1.291,500.91,701.355,1.309,513.268,701,1.325,517.998,702.6,1.341,522.156,704.437,1.357,524.5,706,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1456,NFVG,
184,414,0,208.354,412.221,0.018,221.827,411.098,0.035,234.228,411,0.051,246.578,409.857,0.068,262.698,410,0.085,277.029,410,0.103,294.5,408.5,0.12,329.298,408,0.135,350.997,407.25,0.152,370.85,406.126,0.169,395.821,405.008,0.186,414.953,401.655,0.202,435.24,402,0.219,454.09,399.283,0.237,468.705,398.521,0.254,483.617,398,0.269,494.5,398,0.286,502.059,398.843,0.302,506.854,399.964,0.319,509.172,401.086,0.336,509,403.414,0.353,510.328,405.655,0.371,508.547,407.907,0.387,505.291,410.709,0.404,500.542,415.458,0.42,494.939,422.685,0.436,488.391,432.414,0.453,480.611,441.445,0.47,469.217,451.605,0.487,458.011,468.185,0.505,448.205,478.216,0.522,429.5,498,0.538,416.066,515.258,0.553,398.444,532.771,0.571,379.621,554.997,0.587,361.534,573.466,0.604,340.118,597.185,0.62,322.685,614.315,0.638,301.874,633.73,0.655,286.5,651,0.672,269.419,665.845,0.687,255.199,680.801,0.704,244.964,690.156,0.721,237.026,699.967,0.738,233.65,707.817,0.754,231.52,711.961,0.803,234.357,711,0.837,236.536,708.464,0.871,242.278,706.907,0.888,246.831,704.585,0.905,254.011,703.665,0.923,267.988,701.093,0.94,280.91,698.848,0.956,297.186,695.903,0.975,315.073,694.183,0.998,334.972,692.114,1.007,359.259,689.885,1.022,382.838,688.817,1.039,406.364,687.697,1.057,434.218,688,1.074,456.403,686.547,1.09,480.436,686.329,1.106,503.771,686,1.123,520.771,686,1.14,538.496,686,1.156,549.561,687.156,1.173,555.643,687,1.191,560.985,687,1.207,562,687,1.272,558.732,684.732,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1372,NFVG,
192,388,0,227.58,392.948,0.018,242.225,394.094,0.035,256.796,395.215,0.052,271.355,395,0.07,287.432,396.459,0.086,304.26,396,0.103,332.016,397.401,0.119,358.279,398.823,0.136,377.09,399,0.152,397.224,400.068,0.169,414.977,401.186,0.186,434.255,401,0.203,453.307,402.43,0.22,465.5,402,0.237,482.021,403,0.253,493.934,403,0.279,504.23,403,0.289,513.264,404.033,0.303,517.623,405.156,0.32,520.835,405,0.353,522.522,405,0.402,522,407.357,0.436,519.913,409.087,0.486,517.671,411.329,0.505,513.547,414.453,0.521,507.596,419.67,0.537,500,427,0.554,491.177,435.823,0.571,483.296,442.603,0.588,471.812,450.531,0.604,457.897,466.445,0.622,447.375,476.625,0.639,429.978,489.778,0.655,414.412,502.353,0.671,398.4,517.429,0.688,383.686,532.314,0.705,367.991,544.793,0.721,353.528,563.042,0.738,337.69,571.771,0.756,324.807,591.924,0.773,308.991,602.679,0.789,296.89,617.462,0.805,282.627,627.585,0.822,271.716,640.966,0.839,261.667,653.408,0.855,250.402,659.959,0.872,246.867,667.982,0.889,242.391,677.219,0.907,239.5,683,0.923,236.712,685.288,0.939,235,687,0.971,233.463,688.537,1.072,236.153,688,1.105,240.968,688,1.123,245.409,689.102,1.14,252.34,689,1.156,271.148,690.343,1.175,286.546,688.532,1.191,314.939,689,1.207,338.188,688.291,1.224,365.605,688,1.242,396.635,688,1.257,424.849,689.074,1.274,451.613,689,1.29,469.452,690.321,1.309,495.616,691.437,1.325,509.808,691.558,1.342,522.132,692.681,1.358,531.39,693.799,1.38,536.69,695.845,1.391,539.082,696,1.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1549,NFVG,
190,400,0,230.761,400,0.018,253.068,398.947,0.035,274.348,399,0.051,298.234,397.703,0.069,321.811,395.161,0.086,348.917,394.462,0.106,389.02,392.681,0.126,420.437,390.435,0.135,441.181,390,0.152,456.354,388.973,0.169,468.62,389,0.185,483.487,387.732,0.203,488.329,389.388,0.219,489,390.5,0.268,487.124,394.751,0.285,485.012,397.983,0.303,479.426,402.46,0.319,470.12,406.94,0.336,458.39,412.805,0.354,448.645,419.904,0.371,433.791,433.609,0.386,421.757,443.795,0.403,403.791,458.674,0.42,386.545,472.564,0.436,367.53,492.556,0.453,349.696,507.891,0.47,329.153,530.171,0.489,304.463,545.812,0.505,287.581,566.564,0.521,267.925,584.767,0.537,249.977,601.395,0.554,233.909,619.896,0.571,218.192,631.577,0.587,206.07,648.633,0.604,193.676,659.022,0.622,185.611,665.966,0.639,181.5,678,0.655,178.017,684.305,0.671,175.435,688.348,0.688,173.191,693.522,0.704,171.975,698.1,0.721,172,701.443,0.737,172,703.542,0.754,172,705.786,0.772,170.5,708,0.787,172.5,710,0.837,174.997,711,0.855,178.363,712.121,0.871,184.208,713.242,0.888,192.517,714.359,0.907,210.72,712.52,0.924,234.091,713.396,0.941,263.611,713.726,0.955,292.218,714,0.972,327.033,714,0.989,364.996,714,1.006,404.47,714,1.023,439.677,714,1.041,472.513,715.45,1.057,507.709,716.576,1.073,536.061,719.095,1.09,559.367,724.092,1.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1193,NFVG,
184,391,0,219.987,394.062,0.018,235.582,395.184,0.034,249.931,395,0.053,266.001,396.429,0.069,281,396,0.086,298.046,396,0.101,326.692,396.79,0.118,347.569,397,0.135,367.558,397,0.152,386.613,395.846,0.168,403.154,394.723,0.185,419.945,393.604,0.203,435,391,0.22,449.029,393,0.235,459.85,393,0.252,470.82,393,0.269,481.04,393,0.286,487.749,393,0.302,493.229,393,0.322,496.105,394.368,0.335,497.978,395.489,0.385,496.147,398.706,0.402,495.5,400,0.419,493.906,401.094,0.452,491.66,404.51,0.471,489.079,408.381,0.489,485.257,411.162,0.504,480.474,415.526,0.52,473.249,423.572,0.537,464.44,432.56,0.554,456.509,441.561,0.57,445.123,450.502,0.587,431.322,465.984,0.605,420.672,476.328,0.622,403.293,492.807,0.638,386.902,507.405,0.654,370.864,525.318,0.678,353.363,540.893,0.695,335.404,560.671,0.712,316.975,575.648,0.721,302.407,594.699,0.743,289.176,606.432,0.759,277.285,621.239,0.773,266.587,632.413,0.788,256.127,645.928,0.805,248.662,656.118,0.822,241.949,663.051,0.838,236.355,673.161,0.855,232.011,680.731,0.873,226.144,685.856,0.89,222.015,688.489,0.907,219.765,690.852,0.922,218.262,694.214,0.939,216.285,697.573,0.955,214.044,700.934,0.972,212.901,704.296,0.989,210.552,706.448,1.022,209.768,708.464,1.088,212.268,708,1.106,215.108,706.964,1.122,220.961,708.192,1.139,231.843,709.316,1.157,247.694,709,1.174,266.131,709,1.19,287.906,707.641,1.206,313.199,705.4,1.223,338.298,702.232,1.24,370.317,698.864,1.256,402.805,695.503,1.273,430.167,694.713,1.29,458.235,693.591,1.308,479.5,695.5,1.325,504.256,696.944,1.34,522.814,699.545,1.357,540.221,702.666,1.374,556.177,705.025,1.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1466,NFVG,
195,401,0,224.667,399.022,0.018,240.376,399,0.035,259.641,399,0.051,277.404,397.662,0.069,296.895,398,0.086,319.058,398,0.102,355.774,398,0.118,386.964,398.825,0.135,408.013,399,0.152,430.356,399,0.168,450.393,399,0.185,465.32,400.309,0.203,486.737,400,0.22,496.63,401,0.236,508.058,401.673,0.252,514.183,402,0.269,516.833,402.917,0.286,518,403.5,0.302,517,405.158,0.335,515.798,407.404,0.369,512.064,410.291,0.386,507.939,411.765,0.403,502.57,414.658,0.42,496.968,420.032,0.436,490.225,426.775,0.453,484.751,435.999,0.469,475.042,442.218,0.488,461.53,448.984,0.505,448.447,466.331,0.52,431.961,479.095,0.537,415.107,495.752,0.553,395.325,509.783,0.57,374.011,530.989,0.587,355.169,544.929,0.604,333.44,568.905,0.621,309.265,582.49,0.638,290.062,602.822,0.654,269.673,620.327,0.671,250.879,637.459,0.687,234.682,654.269,0.704,218.964,665.74,0.721,206.886,681.69,0.738,195.82,690.862,0.755,187.496,696.628,0.772,185,706,0.788,183.319,710.723,0.805,182.198,713.605,0.821,181.5,715,0.87,184.144,714,0.921,186.308,712,0.945,190.095,712,0.955,197.247,711.108,0.972,209.139,711,0.989,221.488,708.729,1.005,243.913,706.483,1.022,263.802,702.866,1.04,291.344,701.014,1.057,318.139,699.379,1.072,345.775,699,1.089,377.036,699,1.106,404.665,699.986,1.123,433.768,702.213,1.139,459.229,703.227,1.156,480.891,705.689,1.174,500.453,706.47,1.191,519.121,708.593,1.207,533.283,709,1.223,544.516,709.835,1.24,550.777,710,1.256,555.321,710,1.289,558.489,708.837,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1380,NFVG,
188,414,0,214.26,411.899,0.018,241.5,410.5,0.035,264.246,409.355,0.051,286.335,408.233,0.068,310.494,407.114,0.085,336.197,405.991,0.101,360.843,404.871,0.118,411.832,403.748,0.135,432.504,404,0.152,453.864,404,0.169,470.393,405,0.185,485.084,405,0.202,494.001,405.857,0.219,500.88,405.02,0.235,503.197,406.098,0.286,499.535,409.465,0.303,495.664,411.752,0.319,489.747,415.835,0.336,480.54,424.46,0.352,466.634,435.513,0.369,453.137,444.575,0.386,432.541,459.498,0.403,418.928,475.385,0.419,394.281,492.539,0.437,377.5,511.5,0.454,356.463,534.216,0.47,339.824,555.966,0.486,322.3,573.781,0.503,307.463,593.744,0.52,294.061,610.424,0.537,276.801,628.479,0.553,265.556,642.252,0.571,249,661,0.588,238.939,671.345,0.604,226.554,683.679,0.62,218.66,690.45,0.637,213.949,696.063,0.654,209.476,700.524,0.753,210,697.821,0.837,212.156,698,0.92,256.676,701,0.937,280.071,701,0.955,306.129,699.69,0.974,332.047,698.563,0.99,360.898,699,1.007,387.606,699,1.022,430.107,700.596,1.039,455.571,701,1.055,474.701,701,1.072,490.229,702.159,1.089,500.858,702,1.105,509.235,702,1.124,515,703.5,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1222,NFVG,
