508,911;708;1,624;;
509,414;706,243;1,761;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
92;;;;
1761;;;;
ASYC;;;;
;;;;
213;398;0; ;
